,cities_tags,purchase_places,stores,countries,countries_tags,countries_fr,code,product_name,generic_name,manufacturing_places,manufacturing_places_tags,main_category_fr,created_datetime,last_modified_datetime
6029,vihiers-maine-et-loire-france,"ludres,france",intermarché,france,france,france,3272770085366,"st môret® le goût primeur (17,5% mg) - fomat familial 300 g","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","fromagerie de vihiers - fromarsac (filiale bongrain) - 2 route de niort - st hilaire du bois,49310 vihiers,maine-et-loire,pays de la loire,france","fromagerie-de-vihiers-fromarsac-filiale-bongrain-2-route-de-niort-st-hilaire-du-bois,49310-vihiers,maine-et-loire,pays-de-la-loire,france",produits à tartiner salés,2012-11-17t15:47:33z,2016-01-03t11:31:42z
6030,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france",france,carrefour,france,france,france,3272770088046,"le goût primeur (offre €co) - (17,5 % mg)","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","fromarsac (filiale savencia fromage & dairy) - 86 rue du 8 mai - la prunerie - 24430 marsac-sur-l'isle,dordogne,aquitaine,france","fromarsac-filiale-savencia-fromage-dairy-86-rue-du-8-mai-la-prunerie-24430-marsac-sur-l-isle,dordogne,aquitaine,france",produits à tartiner salés,2012-04-28t19:29:43z,2015-05-29t08:21:54z
6031,reparsac-charente-france,deutschland,sky,deutschland,germany,allemagne,3272770088732,chavroux chives,frischkäse aus 100% ziegenmilch mit kräutern,frankreich,frankreich,fromages,2016-07-08t09:56:54z,2016-07-08t14:13:47z
6032,"reparsac-charente-france,reparsac-charente-france","villecresnes,france",carrefour market,"france, suisse","france,en:switzerland","france,suisse",3272770091640,"l'original tartare, ail & fines herbes (8 portions) - (32,2 % mg)","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","laiterie grand'ouche (filiale savencia fromage & dairy) - 20 rue de la grand'ouche - 16200 réparsac,charente,poitou-charentes,france","laiterie-grand-ouche-filiale-savencia-fromage-dairy-20-rue-de-la-grand-ouche-16200-reparsac,charente,poitou-charentes,france",produits à tartiner salés,2013-09-11t10:52:15z,2017-02-07t21:21:34z
6033,jurancon-pyrenees-atlantiques-france,jurancon-pyrenees-atlantiques-france,carrefour,france,france,france,3272770092937,saint albray,saint albray,france,france,fromages,2015-07-13t17:24:52z,2015-11-03t12:35:01z
6034,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","claira,france",carrefour,france,france,france,3272770093033,"le moulé à la crème, fleur de sel (36,5 % mg)","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","fromarsac (filiale savencia fromage & dairy) - 86 rue du 8 mai - la prunerie - 24430 marsac-sur-l'isle,dordogne,aquitaine,france","fromarsac-filiale-savencia-fromage-dairy-86-rue-du-8-mai-la-prunerie-24430-marsac-sur-l-isle,dordogne,aquitaine,france",produits à tartiner salés,2013-07-21t09:30:40z,2015-05-29t08:20:01z
6035,"cornille-les-caves-maine-et-loire-france,cornille-les-caves-maine-et-loire-france","paris,france",carrefour,france,france,france,3272770093415,tendre bûche (29 % mg) ,spécialité fromagère au lait de chèvre pasteurisé,"ets louis tessier - selt (filiale savencia fromage & dairy) - 10 route des grands champs - lieu dit la maladrerie - 49140 cornillé-les-caves,maine-et-loire,pays de la loire,france","ets-louis-tessier-selt-filiale-savencia-fromage-dairy-10-route-des-grands-champs-lieu-dit-la-maladrerie-49140-cornille-les-caves,maine-et-loire,pays-de-la-loire,france",fromages,2013-07-19t15:34:19z,2015-09-22t21:37:53z
6036,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","le plessis robinson,france",carrefour,france,france,france,3272770093637,st morêt ligne & plaisir ,"fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, allégé en matières grasses et en sel, à tartiner","fromarsac (filiale savencia fromage & dairy) - 86 rue du 8 mai - la prunerie - 24430 marsac-sur-l'isle,dordogne,aquitaine,france","fromarsac-filiale-savencia-fromage-dairy-86-rue-du-8-mai-la-prunerie-24430-marsac-sur-l-isle,dordogne,aquitaine,france",produits à tartiner salés,2013-07-09t11:31:48z,2017-03-05t21:48:36z
6037,"reparsac-charente-france,marsac-sur-l-isle-dordogne-france","courrières,france",cora,"france, suisse","france,en:switzerland","france,suisse",3272770093750,"l'original tartare, coffret 4 saveurs","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","laiterie grand'ouche (filiale savencia fromage & dairy) - 20 rue de la grand'ouche - 16200 réparsac,charente,poitou-charentes,fromarsac (filiale savencia fromage & dairy) - 86 rue du 8 mai - la prunerie - 24430 marsac-sur-l'isle,dordogne,aquitaine,france","laiterie-grand-ouche-filiale-savencia-fromage-dairy-20-rue-de-la-grand-ouche-16200-reparsac,charente,poitou-charentes,fromarsac-filiale-savencia-fromage-dairy-86-rue-du-8-mai-la-prunerie-24430-marsac-sur-l-isle,dordogne,aquitaine,france",produits à tartiner salés,2015-02-21t15:58:08z,2017-02-07t22:46:27z
6038,marsac-sur-l-isle-dordogne-france,"vaud,suisse",migros,suisse,switzerland,suisse,3272770093798,tartare - l'original,fromage frais français,france,france,produits à tartiner salés,2015-04-17t09:18:21z,2017-02-07t21:21:21z
6039,"vihiers-maine-et-loire-france,vihiers-maine-et-loire-france","saint maur,france",intermarché,france,france,france,3272770094146,p'tit louis® (26% mg) - 320 g (16 coques),"fromage industriel de france, à pâte fondue, au lait pasteurisé entier de vache","fromagerie de vihiers - fromarsac (filiale bongrain) - 2 route de niort - st hilaire du bois,49310 vihiers,maine-et-loire,pays de la loire,france","fromagerie-de-vihiers-fromarsac-filiale-bongrain-2-route-de-niort-st-hilaire-du-bois,49310-vihiers,maine-et-loire,pays-de-la-loire,france",fromages de france,2012-06-24t07:03:18z,2014-09-25t15:17:24z
6040,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france",carrefour,"france, suisse","france,en:switzerland","france,suisse",3272770094412,"ail & fines herbes (format familial) (34,5% mg)","ail & fines herbes (format familial) (34,5% mg)",france,france,produits à tartiner salés,2014-11-03t11:38:36z,2017-02-13t11:37:51z
6041,marsac-sur-l-isle-dordogne-france,"le vaud,suisse",epicerie de le vaud,"france,suisse","france,en:switzerland","france,suisse",3272770094757,"tartare, les créations fleur de sel (36,5 % mg)","fromage industriel de france, à pâte fraîche, double crème, au lait pasteurisé de vache, à tartiner","fromarsac (filiale savencia fromage & dairy) - 86 rue du 8 mai - la prunerie - 24430 marsac-sur-l'isle,dordogne,aquitaine,france","fromarsac-filiale-savencia-fromage-dairy-86-rue-du-8-mai-la-prunerie-24430-marsac-sur-l-isle,dordogne,aquitaine,france",produits à tartiner salés,2014-08-17t08:54:31z,2017-02-07t21:21:19z
6042,"reparsac-charente-france,reparsac-charente-france","dax,france",promocash carrefour,france,france,france,3272770095471,"tartare, ail & fines herbes (tartiner et cuisiner) - (19,9 % mg)","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","laiterie grand'ouche (filiale savencia fromage & dairy) - 20 rue de la grand'ouche - 16200 réparsac,charente,poitou-charentes,france","laiterie-grand-ouche-filiale-savencia-fromage-dairy-20-rue-de-la-grand-ouche-16200-reparsac,charente,poitou-charentes,france",produits à tartiner salés,2015-03-08t15:20:03z,2015-05-29t10:10:35z
6043,"reparsac-charente-france,reparsac-charente-france","france,nantes",leclerc,france,france,france,3272770096010,l'original tartare ail et fines herbes,fromage frais à tartiner,france,france,produits à tartiner salés,2016-03-27t22:58:25z,2017-02-06t17:17:34z
6044,"reparsac-charente-france,reparsac-charente-france","villecresnes,france",carrefour market,france,france,france,3272770096171,"l'original tartare, noix croquantes (8 portions) - (34 % mg)","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, aux noix, à tartiner","laiterie grand'ouche (filiale savencia fromage & dairy) - 20 rue de la grand'ouche - 16200 réparsac,charente,poitou-charentes,france","laiterie-grand-ouche-filiale-savencia-fromage-dairy-20-rue-de-la-grand-ouche-16200-reparsac,charente,poitou-charentes,france",produits à tartiner salés,2014-08-02t11:05:50z,2017-02-16t11:31:48z
6045,"vihiers-maine-et-loire-france,vihiers-maine-et-loire-france","orleans,france",hyper u,france,france,france,3272770096485,st moret,"st moret le goût primeur - fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner",fromarsac bp 40252 marsac sur l'isle 24052 périgueux cedex 9 france,fromarsac-bp-40252-marsac-sur-l-isle-24052-perigueux-cedex-9-france,produits à tartiner salés,2015-04-15t05:55:56z,2016-01-15t19:08:22z
6046,"vihiers-maine-et-loire-france,vihiers-maine-et-loire-france","vihiers-maine-et-loire-france,vihiers-maine-et-loire-france",carrefour,"belgique,france","belgium,en:france","belgique,france",3272770096843,saint moret ,saint moret ,france,france,produits à tartiner salés,2016-04-16t20:41:42z,2016-12-09t09:14:36z
6047,"vihiers-maine-et-loire-france,vihiers-maine-et-loire-france","vihiers-maine-et-loire-france,vihiers-maine-et-loire-france",carrefour,france,france,france,3272770096867,"st môret® le goût primeur (17,8% mg)","fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","fromagerie de vihiers - fromarsac (filiale bongrain) - 2 route de niort - st hilaire du bois,49310 vihiers,maine-et-loire,pays de la loire,france","fromagerie-de-vihiers-fromarsac-filiale-bongrain-2-route-de-niort-st-hilaire-du-bois,49310-vihiers,maine-et-loire,pays-de-la-loire,france",produits à tartiner salés,2014-07-29t09:33:02z,2016-01-03t17:00:37z
6048,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","paris,france",franprix,france,france,france,3272770096942,st-môret ligne et plaisir,spécialité laitière allégée en matière grasse au lait pasteurisé,france,france,produits à tartiner salés,2015-09-05t06:06:42z,2016-09-20t15:34:26z
6049,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","harnes,france",simply market,france,france,france,3272770097024,st morêt ligne & plaisir,spécialité laitière allégée en matière grasse au lait pasteurisé,france,france,produits à tartiner salés,2015-07-04t13:04:45z,2017-03-05t21:48:43z
6050,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","villers bocage 80260,france",banque alimentaire,france,france,france,3272770097055,poivre & fines herbes (35 % mg),"fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","fromarsac (filiale savencia fromage & dairy) - 86 rue du 8 mai - la prunerie - 24430 marsac-sur-l'isle,dordogne,aquitaine,france","fromarsac-filiale-savencia-fromage-dairy-86-rue-du-8-mai-la-prunerie-24430-marsac-sur-l-isle,dordogne,aquitaine,france",produits à tartiner salés,2015-03-07t16:24:49z,2015-05-29t08:32:29z
6051,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","courrières,france",cora,france,france,france,3272770097062,cranberry & poivres,fromage au lait pasteurisé aux cranberries et aux poivres,"dordogne,france","dordogne,france",produits à tartiner salés,2015-06-05t15:47:02z,2015-06-05t18:54:43z
6052,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","courrières,france",cora,france,france,france,3272770097178,noix & éclats d'amandes (37 % mg),"fromage industriel de france, à pâte fraîche, au lait pasteurisé de vache, à tartiner","fromarsac (filiale savencia fromage & dairy) - 86 rue du 8 mai - la prunerie - 24430 marsac-sur-l'isle,dordogne,aquitaine,france","fromarsac-filiale-savencia-fromage-dairy-86-rue-du-8-mai-la-prunerie-24430-marsac-sur-l-isle,dordogne,aquitaine,france",produits à tartiner salés,2014-12-13t15:55:15z,2015-05-29t10:46:46z
6053,grieges-ain-france,"paris,france",franprix,france,france,france,3272770097383,st-môret apéritif - 24 billes au cœur de figue.,fromage au lait de vache pasteurisé avec fourrage à base de figue.,france,france,fromages,2016-05-29t10:53:56z,2016-09-24t18:02:42z
6054,grieges-ain-france,"harnes,france,chalon-sur-saône","simply market,intermarché",france,france,france,3272770097390,apéritif 24 billes au coeur de tomates (28% mg),fromage au lait de vache pasteurisé avec fourrage à base de tomates,france,france,fromages de vache,2015-07-04t13:01:06z,2016-11-29t17:25:52z
6055,"reparsac-charente-france,reparsac-charente-france",france,monoprix,"belgium,france","belgium,en:france","belgique,france",3272770097529,tartare ail & fines herbes,fromage ail et fines herbes au lait pasteurisé,"fromarsac,marsac sur l'isle,24052,périgeux,france","fromarsac,marsac-sur-l-isle,24052,perigeux,france",produits à tartiner salés,2016-05-01t15:20:53z,2017-03-23t13:06:10z
6056,"vihiers-maine-et-loire-france,vihiers-maine-et-loire-france","courrières,france",cora,france,france,france,3272770097642,st moret,spécialité fromagère pasteurisée,france,france,produits à tartiner salés,2015-10-19t15:34:47z,2017-02-03t07:18:55z
6057,reparsac-charente-france,reparsac-charente-france,carrefour,belgique,belgium,belgique,3272770097796,fromage de chèvre,fromage de chèvre,france,france,fromages,2016-03-12t07:55:36z,2016-03-12t10:34:26z
6058,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","france,nantes",leclerc,france,france,france,3272770097925,l'original - noix et éclats d'amandes,fromage au lait pasteurisé aux noix et aux amandes.,france,france,produits à tartiner salés,2016-12-13t12:23:19z,2016-12-16t09:56:43z
6059,"marsac-sur-l-isle-dordogne-france,marsac-sur-l-isle-dordogne-france","lyon,france",carrefour,france,france,france,3272770098199,tartare ail sauvage,tartare ail sauvage,france,france,produits à tartiner salés,2016-12-21t18:49:07z,2016-12-23t20:00:42z
6060,saint-loup-lamaire-deux-sevres-france,"chalon sur saône,france",carrefour,france,france,france,3272770098229,pur chèvre format spécial,fromage de chèvre au lait pasteurisé,"poitou-charentes,france","poitou-charentes,france",fromages,2017-04-12t17:01:09z,2017-04-12t17:07:16z
6061,saint-saviol-vienne-france,"flers-en-escrebieux,france",carrefour,france,france,france,3272770098243,fromage bio mottin charentais,fromage au lait et à la crème fraîche biologiques 100% français,france,france,fromages de vache,2017-02-05t13:02:08z,2017-02-17t10:57:36z
6062,benejacq-pyrenees-atlantiques-france,france,carrefour,france,france,france,3272931008319,cassoulet pierre laguilhon,cassoulet au confit de canard et haricots tarbais,"benejacq,france","benejacq,france",conserves,2015-11-15t12:08:43z,2015-11-15t12:18:12z
6063,"sainte-catherine-pas-de-calais-france,maizieres-meurthe-et-moselle-france,upie-drome-france,gennes-sur-seiche-ille-et-vilaine-france,montauban-tarn-et-garonne-france",france,carrefour,france,france,france,3273050040099,l'oeuf plein air,l'oeuf plein air,france,france,produits d'élevages,2016-01-16t19:29:06z,2016-01-18t12:53:19z
6064,"sainte-catherine-pas-de-calais-france,maizieres-meurthe-et-moselle-france,upie-drome-france,gennes-sur-seiche-ille-et-vilaine-france,montauban-tarn-et-garonne-france,saint-geneys-pres-saint-paulien-haute-loire-france","caluire,france",auchan,france,france,france,3273050720137,cocorette plein air (x 6) calibre gros (l) ,"oeufs frais de poules, élevées en plein air, catégorie a (calibre gros)","sacco bis - 4 rue du four à chaux - le pacage,62223 sainte-catherine-lès-arras,pas-de-calais,nord-pas-de-calais,s.a.n.n.c.o. - pendant du rouau,54550 maizières,meurthe-et-moselle,lorraine,panier d'oeufs - 185 quartier marcou,26120 upie,drôme,rhône-alpes,histoire d'oeuf - 5 rue du guesclin - za route d'availles,35370 gennes-sur-seiche,ille-et-vilaine,bretagne,saveur des oeufs - 10 rue benjamin franklin,82000 montauban,tarn-et-garonne,midi-pyrénées,france","sacco-bis-4-rue-du-four-a-chaux-le-pacage,62223-sainte-catherine-les-arras,pas-de-calais,nord-pas-de-calais,s-a-n-n-c-o-pendant-du-rouau,54550-maizieres,meurthe-et-moselle,lorraine,panier-d-oeufs-185-quartier-marcou,26120-upie,drome,rhone-alpes,histoire-d-oeuf-5-rue-du-guesclin-za-route-d-availles,35370-gennes-sur-seiche,ille-et-vilaine,bretagne,saveur-des-oeufs-10-rue-benjamin-franklin,82000-montauban,tarn-et-garonne,midi-pyrenees,france",produits d'élevages,2014-04-19t18:27:36z,2015-08-13t12:26:09z
6065,doullens-somme-france,"france,courrières",cora,france,france,france,3273051020144,oeufs blancs de poules élevées en plein air,oeufs blancs de poules élevées en plein air,france,france,produits d'élevages,2016-09-24t16:15:16z,2016-09-25t11:10:01z
6066,doullens-somme-france,"rouvroy,france",carrefour market,france,france,france,3273052819839,bio fermier,bio fermier,france,france,produits labellisés,2017-02-17t13:52:05z,2017-02-17t20:21:45z
6067,chatillon-sur-cher-loir-et-cher-france,france,carrefour,france,france,france,3273220012543,"petit billy, la fleur",fromage de chèvre,france,france,fromages,2013-03-10t13:07:15z,2017-02-20t08:30:21z
6068,noyal-sur-vilaine-ille-et-vilaine-france,"saint-priest,france",auchan,france,france,france,3273220021705,l'onctueux (26% mg),fromage à pâte pressée non cuite,"bretagne,france","bretagne,france",fromages de vache,2015-07-14t16:27:20z,2015-07-14t21:36:23z
6069,chateaubourg-ille-et-vilaine-france,"rouen,france",hyper u,"france,switzerland","france,en:switzerland","france,suisse",3273220080306,"boisson de soja, saveur vanille + calcium","boisson de soja saveur vanille, source de calcium, stérilisée uht","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",boissons,2014-07-05t10:07:14z,2017-02-22t17:50:31z
6070,chateaubourg-ille-et-vilaine-france,"chalon-sur-saône,france",intermarché,france,france,france,3273220080368,boisson gourmande soja & amande,"boisson au soja et amandes, riche en calcium, stérilisée uht","france,bretagne,triballat noyal,noyal-sur-villaine","france,bretagne,triballat-noyal,noyal-sur-villaine",boissons,2016-12-02t09:52:01z,2017-02-27t10:03:38z
6071,chateaubourg-ille-et-vilaine-france,france,carrefour,"france,switzerland","france,en:switzerland","france,suisse",3273220080382,"boisson de soja, chocolat + calcium","boisson de soja au chocolat, source de calcium, stérilisée uht","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",boissons,2013-08-18t17:11:38z,2017-02-22t17:24:26z
6072,chateaubourg-ille-et-vilaine-france,"villers bocage 80260,france",banque alimentaire,france,france,france,3273220081013,"yaourt au soja, nature (sojasun)","spécialité au soja fermentée nature, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts,2015-06-01t17:45:22z,2016-09-08t19:22:35z
6073,chateaubourg-ille-et-vilaine-france,"route de gap, 05400, veynes, france","super u, superu",france,france,france,3273220081068,"dessert végétal au soja, nature","spécialité au soja fermentée nature, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts,2015-08-14t17:47:51z,2017-03-23t21:49:57z
6074,chateaubourg-ille-et-vilaine-france,"nancy,france",auchan,france,france,france,3273220082003,"dessert végétal aux morceaux de fruits, framboise litchi (4 pots)","spécialité végétale au soja fermentée, sucrée, aux morceaux de fruits, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2014-10-02t14:34:09z,2015-09-11t14:57:09z
6075,chateaubourg-ille-et-vilaine-france,"marseille 5°,france,etampes","carrefour,super u,leclerc",france,france,france,3273220082058,fruits mixés (abricot goyave) 4 pots ,"spécialité au soja fermentée, sucrée, aux fruits, enrichie en calcium",france,france,yaourts aux fruits,2013-10-08t19:10:25z,2017-03-24t15:37:50z
6076,chateaubourg-ille-et-vilaine-france,"collégien,france",carrefour,france,france,france,3273220082256,"dessert végétal, figues (4 pots)","spécialité au soja fermenté, sucré, aux fruits, enrichi en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2013-09-21t19:31:09z,2016-02-28t20:51:35z
6077,chateaubourg-ille-et-vilaine-france,"marseille 5°,france",super u,france,france,france,3273220082355,"dessert végétal, fruits mixés (mangue) 4 pots","spécialité au soja fermenté, sucré","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2014-04-28t10:49:18z,2015-09-11t15:03:11z
6078,chateaubourg-ille-et-vilaine-france,"villers bocage 80260,france",carrefour market,france,france,france,3273220083000,"dessert végétal, fruits mixés (citron) 4 pots","spécialité au soja fermentée, sucrée, aux fruits, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2014-11-18t10:12:06z,2016-11-18t08:03:28z
6079,chateaubourg-ille-et-vilaine-france,"villers bocage 80260,france",banque alimentaire,france,france,france,3273220083253,"dessert végétal, muesli & fruits (4 pots)","spécialité au soja fermentée, sucrée, aux fruits, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2015-06-01t18:30:41z,2015-09-11t14:52:49z
6080,chateaubourg-ille-et-vilaine-france,"marseille 5°,france",super u,france,france,france,3273220083260,"dessert végétal, fruits mixés (myrtilles) 4 pots","spécialité végétale au soja fermentée, sucrée","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2014-07-18t09:16:15z,2016-08-11t10:09:07z
6081,chateaubourg-ille-et-vilaine-france,france,leclerc,france,france,france,3273220083345,"dessert végétal, pruneaux (4 pots) ","spécialité au soja fermentée, sucrée, aux fruits, enrichi en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2015-07-31t20:34:22z,2015-09-11t14:43:42z
6082,chateaubourg-ille-et-vilaine-france,"angers,france",géant,france,france,france,3273220083406,"dessert végétal aux morceaux de fruits, fruits rouges (4 pots) ","spécialité au soja fermentée, sucrée, aux fruits, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2013-05-08t20:22:29z,2015-09-11t14:59:33z
6083,chateaubourg-ille-et-vilaine-france,"villers bocage 80260,france",carrefour market,france,france,france,3273220083710,"dessert végétal aux morceaux de fruits, pêche (4 pots)","spécialité au soja fermentée, sucrée, aux fruits, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2015-09-22t17:13:38z,2015-10-20t16:29:15z
6084,chateaubourg-ille-et-vilaine-france,france,carrefour,france,france,france,3273220083727,"dessert végétal aux morceaux de fruits, poire amandes (4 pots) ","spécialité au soja fermentée, sucrée, aux fruits, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2014-05-29t16:28:41z,2015-09-11t14:50:37z
6085,chateaubourg-ille-et-vilaine-france,"nancy,france",auchan,france,france,france,3273220083758,"dessert végétal, fruits mixés (mandarine-citron vert) 4 pots","spécialité végétale au soja fermentée, sucrée, à la pulpe de fruit, enrichie en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",yaourts aux fruits,2014-07-14t12:24:19z,2015-09-11t15:04:33z
6086,chateaubourg-ille-et-vilaine-france,france,carrefour,france,france,france,3273220085257,dessert au soja au caramel (4 pots),"dessert au soja au caramel, enrichi en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",desserts,2014-01-12t21:13:48z,2015-09-10t11:41:41z
6087,chateaubourg-ille-et-vilaine-france,"valence,france,courrières","casino,cora",france,france,france,3273220085301,"dessert végétal, noisettes amandes","dessert au soja aux noisettes et amandes, enrichi en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",desserts,2013-07-18t11:55:20z,2016-09-08t19:21:35z
6088,chateaubourg-ille-et-vilaine-france,"paris,france",carrefour,france,france,france,3273220085349,"dessert végétal, chocolat (4 pots)","dessert au soja au chocolat, enrichi en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",desserts au chocolat,2012-07-01t19:38:21z,2016-09-08t19:22:08z
6089,chateaubourg-ille-et-vilaine-france,"nancy,marseille 5°,france",super u,france,france,france,3273220085370,yaourt au soja vanille  (sojasun),"dessert au soja, aromatisé saveur vanille, enrichi en calcium","triballat noyal - za des rouyardières - parc d'activités des portes de bretagne - 35220 châteaubourg,ille-et-vilaine,bretagne,france","triballat-noyal-za-des-rouyardieres-parc-d-activites-des-portes-de-bretagne-35220-chateaubourg,ille-et-vilaine,bretagne,france",desserts,2014-07-17t11:45:13z,2016-08-21t16:56:43z
6090,chateaubourg-ille-et-vilaine-france,"france,meaux",leclerc,france,france,france,3273220085523,chocolat dessert végétal,"dessert au soja au chocolat, enrichi au calcium",france,france,yaourts,2016-04-14t14:12:36z,2016-04-16t07:23:56z
