,cities_tags,purchase_places,stores,countries,countries_tags,countries_fr,code,product_name,generic_name,manufacturing_places,manufacturing_places_tags,main_category_fr,created_datetime,last_modified_datetime
0,chantonnay-vendee-france,"beynost,france",leclerc,france,france,france,0095111650107,le bâtonnet moelleux (10 bâtonnets),préparation à base de chair de poisson,"fleury michon traiteur - fmt (filiale fleury michon solution repas) - parc d'activité polaris - 85110 chantonnay,vendée,pays de la loire,france","fleury-michon-traiteur-fmt-filiale-fleury-michon-solution-repas-parc-d-activite-polaris-85110-chantonnay,vendee,pays-de-la-loire,france",produits de la mer,2013-09-05t17:15:34z,2016-11-12t12:31:33z
1,obernai-bas-rhin-france,obernai-bas-rhin-france,carrefour,france,france,france,0184210063748,la choucroute du temps retrouvé,choucroute garnie à partager,"stoeffler zone industrielle bd d europe bp 35 67210 obernai cedex france,france","stoeffler-zone-industrielle-bd-d-europe-bp-35-67210-obernai-cedex-france,france",plats préparés,2014-02-26t19:41:21z,2014-10-05t17:21:31z
2,"avoudrey-doubs-france,avoudrey-doubs-france","paris,france",monoprix,france,france,france,0200010033672,comté au lait cru (34 % mg),"fromage de france aop, à pâte pressée cuite, au lait cru de vache","société des affineurs franc-comtois réunis - za sur le jura - 25690 avoudrey,doubs,franche-comté,france","societe-des-affineurs-franc-comtois-reunis-za-sur-le-jura-25690-avoudrey,doubs,franche-comte,france",produits labellisés,2015-05-08t16:30:50z,2015-08-16t16:41:45z
3,larceveau-arros-cibits-pyrenees-atlantiques-france,"miribel,france",carrefour market,france,france,france,0200144089675,p'tit basque (34% mg) - 642 g ,"fromage industriel de france, à pâte pressée non cuite, au lait pasteurisé de brebis","pyrénéfrom (filiale groupe lactalis),64120 larceveau-arros-cibits,pyrénées-atlantiques,aquitaine,france","pyrenefrom-filiale-groupe-lactalis,64120-larceveau-arros-cibits,pyrenees-atlantiques,aquitaine,france",fromages de france,2013-08-10t09:58:06z,2015-08-09t17:35:33z
4,brignais-rhone-france,france,boucheries andré,france,france,france,0200489034705,steak haché pur boeuf,steak haché pur boeuf,france,france,viandes,2015-08-03t09:57:15z,2015-08-11t08:08:12z
5,brignais-rhone-france,brignais-rhone-france,carrefour,france,france,france,0200489038246,race charolaise steak haché &quot;façon andré&quot; pur bœuf 15% mg,race charolaise steak haché &quot;façon andré&quot; pur bœuf 15% mg,france,france,viandes,2016-10-18t11:06:38z,2017-03-10t20:02:10z
6,brignais-rhone-france,rillieux-la-pape,boucheries andré,france,france,france,0200492022249,steaks hachés &quot;façon andré&quot; race charolaise,steaks hachés,france,france,viandes,2016-01-25t16:30:40z,2016-01-26t15:38:10z
7,saint-julien-puy-laveze-puy-de-dome-france,france,carrefour,france,france,france,0200696012206,bleu auvergne la mémée,fromage au lait de vache pasteurisé,auvergne,auvergne,fromages de vache,2015-07-27t18:07:01z,2015-08-09t17:36:25z
8,collinee-cotes-d-armor-france,"olivet,france",leclerc,france,france,france,0201227008798,côtes filet avec os x 1,côtes filet avec os x 1,"saint-jacut-du-mené,france","saint-jacut-du-mene,france",viandes,2016-03-17t16:54:00z,2016-03-22t06:50:16z
9,collinee-cotes-d-armor-france,"olivet,france",leclerc,france,france,france,0201736013184,v. bovine 1x steak*** à griller,v. bovine 1x steak*** à griller,"saint-jacut-du-mené,france","saint-jacut-du-mene,france",viandes,2016-03-16t22:15:42z,2016-03-25t21:01:04z
10,roanne-loire-france,roanne-loire-france,carrefour,france,france,france,0202016032277,tranche à bifteack,tranche à bifteack,france,france,viandes,2015-09-02t15:19:42z,2015-10-24t10:09:46z
11,quimperle-finistere-france,"olivet,france",auchan,france,france,france,0205116009385,viande bovine 1 steak* à griller ,viande bovine 1 steak* à griller ,france,france,viandes,2016-11-30t19:24:10z,2016-11-30t19:59:45z
12,colmar-haut-rhin-france,"france,aix-en-provence",biocoop,france,france,france,0205505023480,kassler cru fumé bio,kassler cru fumé bio,"colmar,alsace,france","colmar,alsace,france",charcuteries,2015-03-29t19:50:57z,2015-06-24t11:57:35z
13,"alencon-orne-france,domvallier-vosges-france","olivet,france",auchan,france,france,france,0206778018432,viande bovine bio filet*** en pavé à griller,viande bovine bio filet*** en pavé à griller,"france,abattoir : domvallier,découpé : alençon","france,abattoir-domvallier,decoupe-alencon",viandes,2016-03-09t14:14:30z,2016-03-09t14:45:34z
14,alencon-orne-france,"olivet,france",auchan,france,france,france,0206799009457,viande bovine bio - steak* à griller,viande bovine bio,france,france,viandes,2016-10-05t19:44:22z,2016-10-05t19:51:02z
15,alencon-orne-france,"olivet,france",auchan,france,france,france,0206799011153,viande bovine bio - steak* à griller,viande bovine bio - steak* à griller,france,france,viandes,2016-10-02t18:26:20z,2016-10-02t18:44:38z
16,brignais-rhone-france,"rillieux-la-pape,france",boucheries andré,france,france,france,0207004019094,dés de jambon cuit,jambon,france,france,jambons,2016-01-29t17:08:10z,2016-01-29t17:14:14z
17,"feignies-nord-france,ailly-sur-somme-somme-france","rouvroy,france",carrefour market,france,france,france,0207067024530,viande bovine tende tranche à fondue,viande bovine tende tranche,"abattu,groupe bigard - zi grévaux-les-guides - rue daniel gaillard - 59750 feignies,nord,nord-pas-de-calais,découpé,groupe bigard - rue du 60ème régiment d'infanterie - 80470 ailly-sur-somme,somme,picardie,france","abattu,groupe-bigard-zi-grevaux-les-guides-rue-daniel-gaillard-59750-feignies,nord,nord-pas-de-calais,decoupe,groupe-bigard-rue-du-60eme-regiment-d-infanterie-80470-ailly-sur-somme,somme,picardie,france",viandes,2015-04-14t16:05:19z,2015-08-13t09:53:30z
18,herbiers-vendee-france,saint jean de monts,super u,france,france,france,0207720049207,foie gras de canard cru extra,foie gras de canard cru extra,"lescar,france","lescar,france",poissons et viandes et oeufs,2015-04-14t16:31:40z,2015-12-21t09:17:43z
19,chavagnes-en-paillers-vendee-france,chavagnes-en-paillers-vendee-france,carrefour,france,france,france,0208802133098,dinde farcie,"dinde farcie pomme, figue et marrons",france,france,plats à base de viande,2015-01-10t12:30:10z,2015-09-09t06:52:40z
20,sourn-morbihan-france,"carvin,france",intermarché,france,france,france,0209091010930,mousse pur canard ,mousse de canard,"salaisons celtiques (filiale du groupement les mousquetaires) - parc d'activités tréhonin - 56300 le sourn,morbihan,bretagne,france","salaisons-celtiques-filiale-du-groupement-les-mousquetaires-parc-d-activites-trehonin-56300-le-sourn,morbihan,bretagne,france",produits à tartiner salés,2015-04-08t19:22:58z,2015-06-06t07:05:19z
21,saint-fulgent-vendee-france,france,netto,france,france,france,0209367028348,poulet p.a.c blanc,poulet p.a.c blanc,france,france,volailles,2016-04-02t11:30:16z,2016-04-02t14:05:51z
22,aoste-isere-france,"marseille 5°,france",super u,france,france,france,0210609016405,jambon cru de pays,jambon cru,"isère,france","isere,france",jambons crus,2015-10-23t10:19:17z,2015-12-08t20:59:23z
23,"val-de-meuse-haute-marne-france,val-de-meuse-haute-marne-france",france,intermarché,france,france,france,0211502023026,emmental au lait cru,fromage à pâte pressée cuite,france,france,emmental,2016-03-30t18:28:20z,2016-03-30t18:32:04z
24,trambly-saone-et-loire-france,"chalon-sur-saône,france",intermarché,france,france,france,0212305081343,filet de canard,filet de canard classe a,france,france,volailles,2017-01-23t14:55:10z,2017-01-23t14:59:42z
25,villefort-lozere-france,"florac,france",carrefour,france,france,france,0212345052617,truite fumée bio du mont-lozère,truite fumée,"villefort,lozère,france","villefort,lozere,france",poissons fumés,2014-09-20t09:05:03z,2016-11-27t10:35:46z
26,saint-fulgent-vendee-france,france,carrefour,france,france,france,0215212117747,poulet fermier jaune bio,poulet fermier jaune bio 81j,france,france,volailles,2015-08-27t16:52:17z,2017-01-24t10:06:19z
27,saint-fulgent-vendee-france,"paris,france",franprix,france,france,france,0215242067500,la pintade les éleveurs de nos régions,"pintade éviscérée, sans abats, classe a.","france,vendée","france,vendee",volailles,2016-05-31t17:22:02z,2016-09-06t05:58:34z
28,chavagnes-en-paillers-vendee-france,"paris,france",franprix,france,france,france,0215448046705,le poulet du rôtisseur,poulet traité en salaison et rôti.,france,france,plats à base de viande,2016-05-31t17:22:35z,2016-12-05t11:38:43z
29,saint-fulgent-vendee-france,"courrières,france",cora,france,france,france,0215579090462,dinde de fête,dinde de fête,france,france,volailles,2015-12-11t19:53:29z,2015-12-11t22:45:26z
30,loue-sarthe-france,"chalon sur saône,france",carrefour,france,france,france,0217004056548,poulet fermier de loué élevé en liberté blanc,poulet,"france,loué","france,loue",volailles,2017-04-12t16:13:22z,2017-04-12t16:19:27z
31,loue-sarthe-france,"france,paris",franprix,france,france,france,0217013081678,poulet fermier label rouge de loué,poulet fermier label rouge de loué,"france,sarthe","france,sarthe",volailles,2016-06-04t09:27:40z,2016-09-20t10:48:16z
32,sable-sur-sarthe-sarthe-france,"courrières,france",cora,france,france,france,0217107083373,canette fermière de loué,canette fermière de loué,france,france,volailles,2016-12-17t11:23:14z,2016-12-17t11:28:05z
33,"branges-saone-et-loire-france,branges-saone-et-loire-france","bron,france",leader price,france,france,france,0217268022501,"poulet, 4 escalopes fines de poulet",escalope de poulet,"ldc bourgogne (filiale groupe lambert dodard chancereul - ldc) - zi des marosses - 71500 branges,saône-et-loire,bourgogne,france","ldc-bourgogne-filiale-groupe-lambert-dodard-chancereul-ldc-zi-des-marosses-71500-branges,saone-et-loire,bourgogne,france",volailles,2013-11-01t14:29:28z,2015-11-02t10:58:26z
34,"sable-sur-sarthe-sarthe-france,branges-saone-et-loire-france","courrières,france",cora,france,france,france,0217463045466,cerf,pavés de cerf dans le cuissot,france,france,viandes,2015-12-11t21:03:03z,2015-12-12t06:50:35z
35,sable-sur-sarthe-sarthe-france,france,carrefour,france,france,france,0217618027750,cuisses de poulet rôties,"cuissesde poulet rôties, cuites, traitées en salaison",france,france,volailles,2016-08-19t14:52:13z,2016-08-23t08:05:51z
36,sable-sur-sarthe-sarthe-france,"alès,france",hyper u,france,france,france,0217637034708,cuisses de poulet rôties ,cuisses de poulet rôties cuites traitées en salaison,"ldc sablé (filiale groupe lambert dodard chancereul - ldc) - zi saint laurent - 72300 sablé-sur-sarthe,sarthe,pays de la loire,france","ldc-sable-filiale-groupe-lambert-dodard-chancereul-ldc-zi-saint-laurent-72300-sable-sur-sarthe,sarthe,pays-de-la-loire,france",volailles,2014-09-05t08:27:20z,2017-04-15t21:02:15z
37,"sable-sur-sarthe-sarthe-france,sable-sur-sarthe-sarthe-france","paris,france",franprix,france,france,france,0217683014433,manchons de canard,manchons de canard origine france,"france,sarthe","france,sarthe",volailles,2016-05-31t17:03:37z,2016-11-20t21:28:44z
38,sable-sur-sarthe-sarthe-france,"paris,france",franprix,france,france,france,0217775652213,filets de canard,filets de canard,france,france,volailles,2016-11-21t15:02:33z,2016-11-21t15:06:21z
39,sable-sur-sarthe-sarthe-france,"paris,france",franprix,france,france,france,0217777025390,cuisse de canard ,cuisse de canard à préparer.,france,france,volailles,2016-05-31t17:02:55z,2016-09-26t09:42:09z
40,daumeray-maine-et-loire-france,"paris,france",franprix,france,france,france,0217970037787,suprême de pintade,suprême de pintade,france,france,volailles,2016-05-31t17:03:23z,2016-11-21t15:10:00z
41,"pont-sainte-marie-aube-france,pont-sainte-marie-aube-france","rennes,france",carrefour,france,france,france,0219217023614,véritable andouillette de troyes,véritable andouillette de troyes,france,france,plats à base de viande,2016-06-07t16:13:14z,2016-06-07t20:10:03z
42,"ars-sur-moselle-moselle-france,ars-sur-moselle-moselle-france","france,rennes",carrefour,france,france,france,0219411034119,viande des grisons,viande des grisons,suisse,suisse,charcuteries,2016-06-11t10:15:00z,2016-06-11t11:50:49z
43,chateaubourg-ille-et-vilaine-france,chateaubourg-ille-et-vilaine-france,carrefour,france,france,france,0219742022892,reblochon de savoie au lait cru (25% mg),reblochon de savoie au lait cru (25% mg),france,france,fromages de france,2015-05-15t19:38:41z,2015-10-28t09:44:55z
44,"chateaubourg-ille-et-vilaine-france,chateaubourg-ille-et-vilaine-france",france,carrefour,france,france,france,0219743028992,emmental de savoie igp (31 % mg) ,"fromage de france igp, à pâte pressée cuite, au lait cru de vache","fromapac (filiale bongrain) - parc d'activités des rouyardières - 35220 châteaubourg,ille-et-vilaine,bretagne,france","fromapac-filiale-bongrain-parc-d-activites-des-rouyardieres-35220-chateaubourg,ille-et-vilaine,bretagne,france",emmental,2014-03-29t11:34:10z,2015-08-09t17:35:39z
45,avoudrey-doubs-france,france,carrefour,france,france,france,0219747022170,comté ,"fromage de france aop, à pâte pressée cuite, au lait de vache","société des affineurs franc-comtois réunis - za sur le jura - 25690 avoudrey,doubs,franche-comté,france","societe-des-affineurs-franc-comtois-reunis-za-sur-le-jura-25690-avoudrey,doubs,franche-comte,france",produits labellisés,2013-08-30t18:30:14z,2015-08-16t16:00:29z
46,beignon-morbihan-france,baden,carrefour market,france,france,france,0219963027485,véritable andouille de guémené,andouille,"societe morlaisienne salaisons la lande du chenot 56380 beignon france,france","societe-morlaisienne-salaisons-la-lande-du-chenot-56380-beignon-france,france",charcuteries,2013-03-09t13:09:19z,2015-08-09t17:35:44z
47,essarts-vendee-france,"nantes,france",carrefour,france,france,france,0219968037786,filets de poulet origine france,filets de poulet origine france,"france,vendée","france,vendee",volailles,2016-11-29t20:47:50z,2016-12-21t12:34:54z
48,chailley-yonne-france,"noyelles-godault,france",auchan,france,france,france,0225019031955,aiguillettes de poulet,aiguillettes de poulet,"duc - grande rue - 89770 chailley,yonne,bourgogne,france","duc-grande-rue-89770-chailley,yonne,bourgogne,france",volailles,2015-04-23t21:03:32z,2015-08-11t15:53:54z
49,chatuzange-le-goubet-drome-france,"hénin-beaumont,france",dia,france,france,france,0226773029912,escalopes de dinde extra fines,découpe de dinde halal,france,france,volailles,2015-03-04t14:32:04z,2015-12-08t16:59:44z
50,"branges-saone-et-loire-france,branges-saone-et-loire-france","bron,france",leader price,france,france,france,0233430019742,"poulet, aiguillettes de poulet ",aiguillette de poulet,"ldc bourgogne (filiale groupe lambert dodard chancereul - ldc) - zi des marosses - 71500 branges,saône-et-loire,bourgogne,france","ldc-bourgogne-filiale-groupe-lambert-dodard-chancereul-ldc-zi-des-marosses-71500-branges,saone-et-loire,bourgogne,france",volailles,2014-07-26t08:50:37z,2015-11-02t10:57:20z
51,libercourt-pas-de-calais-france,france,carrefour,france,france,france,0239965023094,coulommiers (22 % mg) au lait cru,"fromage de france, à pâte molle à croûte fleurie, au lait cru de vache","fromagerie le centurion - flc (filiale sodagral) - 9 rue blaise pascal - zi les portes du nord - 62820 libercourt,pas-de-calais,nord-pas-de-calais,france","fromagerie-le-centurion-flc-filiale-sodagral-9-rue-blaise-pascal-zi-les-portes-du-nord-62820-libercourt,pas-de-calais,nord-pas-de-calais,france",fromages de france,2012-06-13t12:09:26z,2014-12-23t12:35:39z
52,"cholet-maine-et-loire-france,coutances-manche-france,caussade-tarn-et-garonne-france","paris,france",franprix,france,france,france,0242723105284,veau à rôtir,viande de veau à rôtir,france,france,viandes,2016-05-31t16:59:48z,2016-11-16t12:45:23z
53,lauzach-morbihan-france,lauzach-morbihan-france,carrefour,france,france,france,0243882055823,pigeonneau,pigeonneau,france,france,volailles,2016-12-15t18:14:37z,2016-12-22t16:47:19z
54,condom-gers-france,condom-gers-france,carrefour,france,france,france,0244860015488,le sot l'y laisse de poulet fermier,le sot l'y laisse de poulet fermier,fermiers du gers 32100 condom,fermiers-du-gers-32100-condom,catégorie_inconnue,2016-03-02t18:53:45z,2016-04-17t12:58:38z
55,"saint-amand-les-eaux-nord-france,saint-amand-les-eaux-nord-france","flers-en-escrebieux,france",carrefour,france,france,france,0248174031165,saucisse antillaise,saucisse antillaise,france,france,saucisses,2017-04-08t08:53:14z,2017-04-08t10:33:40z
56,licques-pas-de-calais-france,"villers bocage 80260,france",carrefour market,france,france,france,0248297043755,poule ,poule,"gpvl (groupement des producteurs de volailles de licques) - 7 rue de l'abbé pruvost - 62850 licques,pas-de-calais,nord-pas-de-calais,france","gpvl-groupement-des-producteurs-de-volailles-de-licques-7-rue-de-l-abbe-pruvost-62850-licques,pas-de-calais,nord-pas-de-calais,france",volailles,2014-10-19t17:44:04z,2015-06-12t15:59:22z
57,"cholet-maine-et-loire-france,metz-moselle-france,egletons-correze-france","paris,france",franprix,france,france,france,0249835032538,faux-filet bio,viande bovine à griller,france,france,viandes,2016-05-31t17:07:41z,2016-11-11t21:34:11z
58,"saint-amand-les-eaux-nord-france,saint-amand-les-eaux-nord-france",france,carrefour,france,france,france,0250011035052,metka petite,metka petite,"nord pas-de-calais,france","nord-pas-de-calais,france",saucisses,2015-12-05t16:03:22z,2015-12-06t16:49:03z
59,"saint-amand-les-eaux-nord-france,saint-amand-les-eaux-nord-france","liévin,france",carrefour,france,france,france,0250026026113,sosiski,sosiski,france,france,saucisses,2015-02-06t15:01:55z,2015-02-06t17:11:21z
60,"saint-amand-les-eaux-nord-france,saint-amand-les-eaux-nord-france","saint-amand-les-eaux-nord-france,saint-amand-les-eaux-nord-france",carrefour,france,france,france,0250058027812,pâté aux endives,pâté aux endives,france,france,pates,2015-03-07t23:44:13z,2015-03-09t23:03:52z
61,"saint-amand-les-eaux-nord-france,saint-amand-les-eaux-nord-france","courrières,france",cora,france,france,france,0250081017514,le campa'lin,pâté de campagne à la farine de lin,"nord pas-de-calais picardie,france","nord-pas-de-calais-picardie,france",produits à tartiner salés,2016-04-06t15:45:03z,2016-04-17t08:08:43z
62,"saint-amand-les-eaux-nord-france,saint-amand-les-eaux-nord-france","france,courrières",cora,france,france,france,0250083024732,jambon fumé supérieur,jambon fumé supérieur,"france,nord pas-de-calais picardie","france,nord-pas-de-calais-picardie",jambons,2016-04-06t15:39:25z,2016-04-17t08:07:29z
63,steenbecque-nord-france,france,carrefour,france,france,france,0256801033321,le terroir poulet fermier,le terroir poulet fermier,"nord,france","nord,france",produits labellisés,2016-08-19t14:53:45z,2016-08-23t08:11:23z
64,steenbecque-nord-france,"courrières,france",cora,france,france,france,0256828029260,poulet fumé cuit,poulet fumé cuit,france,france,volailles,2014-10-30t18:03:39z,2015-10-31t19:49:21z
65,wimille-pas-de-calais-france,"carvin,france",intermarché,france,france,france,0269619125294,langouste entière cuite congelée,langouste entière cuite congelée,france,france,crustacés,2015-12-18t08:03:52z,2015-12-18t08:06:11z
66,biars-sur-cere-lot-france,france,carrefour,france,france,france,0270190127529,confiture d'abricots bio,confiture d'abricots bio,france,france,confitures,2014-03-15t19:44:59z,2015-04-21t18:18:47z
67,chapelle-d-andaine-orne-france,"courrières,france",cora,france,france,france,0276243169112,chapon prêt à cuire,chapon prêt à cuire,france,france,volailles,2015-12-11t19:51:59z,2015-12-11t22:43:46z
68,chapelle-d-andaine-orne-france,"paris,france",franprix,france,france,france,0276562062712,demi lapin,demi lapin,france,france,viandes,2016-05-31t17:03:45z,2016-09-28t20:34:55z
69,chapelle-d-andaine-orne-france,"paris,france",franprix,france,france,france,0276567044348,rable de lapin découpé,rable de lapin découpé,france,france,viandes,2016-05-31t17:21:46z,2016-11-21t11:21:51z
70,"douai-nord-france,douai-nord-france","harnes,france",simply market,france,france,france,0280080037985,brochettes d'agneau st george,morceaux à brochette,"royaume-uni,france","royaume-uni,france",viandes,2015-04-18t15:25:52z,2015-04-18t15:30:13z
71,"douai-nord-france,douai-nord-france","courrières,france",cora,france,france,france,0280090031881,all black angus succulent pavé de rumsteak de nouvelle-zélande,viande bovine angus rumsteak pavé à griller,"nouvelle-zélande,france","nouvelle-zelande,france",viandes,2015-12-19t12:05:33z,2015-12-19t12:08:57z
72,villers-bretonneux-somme-france,"hénin-beaumont,france",grand frais,france,france,france,0281455018370,poitrine de porc cuite,poitrine de porc cuite,"nord pas-de-calais picardie,france","nord-pas-de-calais-picardie,france",viandes,2015-12-12t14:32:18z,2015-12-13t08:47:53z
73,bignan-morbihan-france,"paris,france",franprix,france,france,france,0285847033781,poulet cuit fumé prêt à consommer,"poulet cuit fumé au bois de hêtre, traité en salaison.",france,france,volailles,2016-05-31t17:23:01z,2016-10-20t07:35:01z
74,"saint-germain-des-fosses-allier-france,saint-germain-des-fosses-allier-france",france,carrefour,france,france,france,0287458041063,filets de poulet fermier jaune,filets de poulet fermier jaune,france,france,volailles,2015-01-06t19:57:55z,2015-01-07t09:39:58z
75,noironte-doubs-france,france,carrefour,france,france,france,0287516019812,comté aop bio (34 % mg) ,"fromage de france aop, à pâte pressée cuite, au lait cru de vache, issu de l'agriculture biologique","fromagerie mulin (filiale sodagral) - lieu dit champs breland - 25170 noironte,doubs,franche-comté,france","fromagerie-mulin-filiale-sodagral-lieu-dit-champs-breland-25170-noironte,doubs,franche-comte,france",produits labellisés,2013-09-05t12:27:20z,2017-03-23t13:25:34z
76,saint-germain-des-fosses-allier-france,"miribel,france",carrefour market,france,france,france,0287565049594,filets de poulet fermier,filets de poulet fermier,france,france,volailles,2016-09-05t17:00:47z,2016-09-10t07:36:52z
77,castelnau-d-auzan-gers-france,"toulouse,france",intermarché,france,france,france,0290730041330,magret de canard du sud-ouest igp,canard,"les délices d'auzan [filiale itm entreprises (groupement les mousquetaires)] lieu dit domaine d'archan - 32440 castelnau-d'auzan,gers,midi-pyrénées,france","les-delices-d-auzan-filiale-itm-entreprises-groupement-les-mousquetaires-lieu-dit-domaine-d-archan-32440-castelnau-d-auzan,gers,midi-pyrenees,france",plats à base de viande,2014-04-29t16:40:16z,2015-03-29t19:15:52z
78,lamballe-cotes-d-armor-france,"france,flers-en-escrebieux",carrefour,france,france,france,0291562071304,filet mignon de porc extra tendre fumé délicatement,filet mignon de porc cuit traité en salaison,"france,bretagne,côtes-d'armor","france,bretagne,cotes-d-armor",viandes,2017-02-04t21:03:41z,2017-02-04t21:06:32z
79,"cholet-maine-et-loire-france,quimperle-finistere-france,roche-sur-yon-vendee-france","paris,france",franprix,france,france,france,0292471016998,bifteck,viande bovine à griller,france,france,viandes,2016-05-31t17:06:40z,2016-10-03t20:07:14z
80,montoison-drome-france,"courrières,france",cora,france,france,france,0293913030374,cailles nature,cailles pac,france,france,cailles,2015-04-08t21:25:09z,2015-04-08t21:28:08z
81,"vevy-jura-france,vevy-jura-france","vevy-jura-france,vevy-jura-france",leader price,france,france,france,0297283020867,comté aop (34% mg) - 323 g -  leader price,"fromage de france aop, à pâte pressée cuite, au lait cru de vache","conditionné par :,monts & terroirs (filiale sodiaal international),vevy,jura,franche-comté,france","conditionne-par,monts-terroirs-filiale-sodiaal-international,vevy,jura,franche-comte,france",produits labellisés,2013-09-28t08:48:01z,2015-11-08t09:30:39z
82,fouday-bas-rhin-france,france,monoprix,"belgique,france,pays-bas","belgium,en:france,en:netherlands","belgique,france,pays-bas",0298218037394,palette d'alsace à la diable rôtie,palette d'alsace à la diable rôtie,"france,alsace","france,alsace",plats à base de viande,2017-02-22t10:51:19z,2017-02-22t11:08:04z
83,briec-finistere-france,"paris,france",géant casino,france,france,france,0322475120435,gaufrettes aux framboises,gaufrettes fourrage aux framboises,"biscuits panier (filiale groupe poult) - zi des pays-bas - 29510 briec,finistère,bretagne,france","biscuits-panier-filiale-groupe-poult-zi-des-pays-bas-29510-briec,finistere,bretagne,france",gaufres,2014-05-28t15:46:22z,2016-04-20t16:59:03z
84,queven-morbihan-france,"madrid,españa",carrefour,españa,spain,espagne,0356007054400,brotes de judía mungo en conserva ecológicas &quot;carrefour bio&quot;,brotes de judía mungo en conserva ecológicas,"quéven,lorient (distrito),morbihan,bretaña,francia","queven,lorient-distrito,morbihan,bretana,francia",conserves,2012-07-11t13:07:05z,2015-08-09t17:35:34z
85,phalempin-nord-france,"san francisco,california,usa",safeway,united states,united-states,états-unis,0767707001067,pure irish butter,pure irish butter,ireland,ireland,beurres,2015-01-19t08:10:30z,2015-08-09t17:35:47z
86,saint-paul-en-jarez-loire-france,lyon,la ruche qui dit oui,france,france,france,1301416092405,cocktail pomme groseille ,jus de fruits pomme groseille ,saint-paul en jarez,saint-paul-en-jarez,jus de fruits 100% pur jus,2017-04-05t20:05:18z,2017-04-05t20:44:20z
87,isigny-sur-mer-calvados-france,"le plessis robinson,france",marché,france,france,france,2000000000753,le capipontain (22% mg),"fromage de france, au lait de vache","coopérative isigny sainte mère,14230 isigny-sur-mer,calvados,basse-normandie,france,normandie","cooperative-isigny-sainte-mere,14230-isigny-sur-mer,calvados,basse-normandie,france,normandie",fromages de vache,2012-10-23t13:51:36z,2015-11-01t15:29:49z
88,brive-la-gaillarde-correze-france,"dakar,sénégal",carrefour,"france,sénégal","france,en:senegal","france,sénégal",2000000000841,printanière de légumes,purée de légumes adaptée à l'enfant,france,france,aliments pour bébé,2012-11-11t18:58:09z,2017-03-02t08:32:14z
89,montayral-lot-et-garonne-france,france,carrefour,france,france,france,2000000001145,fromage au lait de chèvre pasteurisé (21 % mg),"fromage de france, au lait pasteurisé de chèvre, issu de l'agriculture biologique","la fromagerie de la lémance - za du haut agenais - 47500 montayral,lot-et-garonne,aquitaine,france","la-fromagerie-de-la-lemance-za-du-haut-agenais-47500-montayral,lot-et-garonne,aquitaine,france",fromages de france,2013-01-07t09:55:50z,2015-08-18t20:48:13z
90,beaulieu-sur-sonnette-charente-france,sceaux,marché,france,france,france,2000000002171,fromage de chèvre au lait cru (25% mg),fromage de chèvre,"charente,france","charente,france",fromages,2013-05-12t07:23:20z,2015-10-18t06:53:29z
91,saint-tugdual-morbihan-france,"angers,france",carrefour,france,france,france,2000000002243,super galettes bretonnes - pur beurre ,galette bretonne,"pâtisseries gourmandes (filiale groupe roullier) - le bourg - 56540 saint-tugdual,morbihan,bretagne,france","patisseries-gourmandes-filiale-groupe-roullier-le-bourg-56540-saint-tugdual,morbihan,bretagne,france",gâteaux,2013-05-21t21:25:32z,2015-03-16t09:54:37z
92,vitre-ille-et-vilaine-france,"vitré,france",carrefour,france,france,france,2000000002962,lait stérilisé uht demi-écrémé ,lait demi-écrémé stérilisé uht,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",laits,2013-09-06t23:21:13z,2015-03-04t17:21:36z
93,vitre-ille-et-vilaine-france,rennes,carrefour,france,france,france,2000000002963,"lait demi-écrémé (1,2 % mg)",lait demi-écrémé stérilisé uht,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",laits,2013-09-06t23:25:40z,2015-03-04t10:06:05z
94,vitre-ille-et-vilaine-france,france,carrefour,france,france,france,2000000002965,crème légère semi epaisse (18 % mg),crème légère semi-épaisse,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",crèmes,2013-09-06t23:35:43z,2015-03-04t09:50:52z
95,vitre-ille-et-vilaine-france,france,carrefour,france,france,france,2000000002966,crème entière fluide (30 % mg),crème fraîche liquide,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",crèmes,2013-09-06t23:42:16z,2015-03-04t09:51:56z
96,vitre-ille-et-vilaine-france,france,carrefour,france,france,france,2000000002971,le lait entier,lait entier stérilisé uht,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",laits,2013-09-07t12:18:56z,2015-12-01t12:05:49z
